,potential,value_eur,wage_eur,age,height_cm,weight_kg,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic
0,Great,-0.15354506941345478,-0.42047348170113164,-1.3204746521603858,-1.2748822693592603,-0.903530164696934,0.0006480260961712568,-0.8121641532506514,-0.021520542457925847,-0.30482779370758084,0.9599029960353914,0.35525816689745676,0.4496012616694141,-0.7902050494263827
1,Good,-0.1145574515022761,0.6312492300215858,-0.23512310509801795,0.7045150073413935,1.3288441319719684,0.0006480260961712568,0.7500829068967069,0.5260024517222425,1.0417811600083853,0.7620402601633028,1.075574725986094,-0.9692873802584802,-0.4851442298446097
2,Low,-0.3419852226508184,-0.42047348170113164,2.1526502984391915,-2.7974955591289943,-1.4988299771419746,1.546579081121612,0.7500829068967069,-1.6640895249984307,0.616536227255975,1.256697099843524,0.7668676292338209,-1.586195485444521,-2.4171960871958387
3,Low,-0.3614790316064077,-0.43800219356317693,0.6331581325518764,-0.05679163754347337,0.28706946019314733,0.0006480260961712568,-0.8121641532506514,-1.2078203631816238,-0.517450260083786,-0.7219302588773611,-0.9824725856957266,0.3262196406322059,0.5317251687613002
4,Low,-0.31599347737669925,-0.42047348170113164,-0.018052795685544375,-0.05679163754347337,0.28706946019314733,-1.5452830289292694,-0.8121641532506514,0.1609871222687969,-0.30482779370758084,-0.326204787133184,-0.26215602660708937,0.4496012616694141,-0.2817703501234277
5,Low,-0.32249141369522905,-0.4455144986469106,0.85022844196435,1.0090376652953403,1.775318991305749,-1.5452830289292694,-0.8121641532506514,-0.7515512013648169,-1.7931850583410172,-1.117655730621538,-2.114398607120728,0.6963645037438305,0.12497740931893625
6,Great,3.446311651052043,1.7330539756358614,-1.5375449615728596,0.2477310204104734,-0.903530164696934,0.0006480260961712568,2.3123299670440653,0.34349478699551966,0.9000328490909152,1.8502853074597896,1.795891285074731,1.4366542299670797,1.2435337477854371
7,Low,-0.3562806825515839,-0.4304898884794432,0.4160878231394028,1.7703443101802072,1.9241439444170092,-1.5452830289292694,-0.8121641532506514,-1.2990741955449852,0.616536227255975,-2.205900777918025,-1.2911796824479997,-1.7095771064817293,1.0401598680642552
8,Good,-0.21852443259875257,-0.11998127835178378,-0.6692637239229652,-1.122620940382287,-0.6058802584744136,0.0006480260961712568,-0.8121641532506514,0.6172562840856038,-1.1553176592124015,-0.22727341919713973,-0.15925366102299837,0.4496012616694141,-0.4851442298446097
9,Low,-0.32574038185449394,-0.37039144780957367,0.6331581325518764,-0.6658369534513668,-1.3500050240307144,-1.5452830289292694,0.7500829068967069,0.7085101164489652,0.5456620717972399,-0.029410683325051215,0.6639652636497299,-1.586195485444521,-3.0273177263593842
